route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
302,302-Saturday-1-23WINT-0000010,3121779,Fairway Station,0,331744,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121780,Fairway Station,0,331743,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121781,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121782,Fairway Station,0,331742,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121783,Fairway Station,0,331745,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121784,Fairway Station,0,331744,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121785,Fairway Station,0,331743,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121786,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121787,Fairway Station,0,331742,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121788,Fairway Station,0,331745,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121789,Fairway Station,0,331744,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121790,Fairway Station,0,331743,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121791,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121792,Fairway Station,0,331742,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121793,Fairway Station,0,331745,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121794,Fairway Station,0,331744,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121795,Fairway Station,0,331743,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121796,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121797,Fairway Station,0,331742,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121798,Fairway Station,0,331745,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121799,Fairway Station,0,331744,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121800,Fairway Station,0,331743,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121801,Fairway Station,0,331746,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121802,Fairway Station,0,331742,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121803,Fairway Station,0,331745,3020025,1,1
302,302-Saturday-1-23WINT-0000010,3121804,Fairway Station,0,331744,3020025,1,1
