service_id,date,exception_type
19-Saturday-1-23WINT-0000010,20230401,1
19-Saturday-1-23WINT-0000010,20230408,1
19-Saturday-1-23WINT-0000010,20230415,1
19-Saturday-1-23WINT-0000010,20230422,1
19-Sunday-1-23WINT-0000001,20230122,1
19-Sunday-1-23WINT-0000001,20230129,1
19-Sunday-1-23WINT-0000001,20230205,1
19-Sunday-1-23WINT-0000001,20230212,1
19-Sunday-1-23WINT-0000001,20230219,1
19-Sunday-1-23WINT-0000001,20230226,1
19-Sunday-1-23WINT-0000001,20230305,1
19-Sunday-1-23WINT-0000001,20230312,1
19-Sunday-1-23WINT-0000001,20230319,1
19-Sunday-1-23WINT-0000001,20230326,1
19-Sunday-1-23WINT-0000001,20230402,1
19-Sunday-1-23WINT-0000001,20230409,1
19-Sunday-1-23WINT-0000001,20230416,1
19-Sunday-1-23WINT-0000001,20230423,1
19-Weekday-1-23WINT-1111100,20230116,1
19-Weekday-1-23WINT-1111100,20230117,1
19-Weekday-1-23WINT-1111100,20230118,1
19-Weekday-1-23WINT-1111100,20230119,1
19-Weekday-1-23WINT-1111100,20230120,1
19-Weekday-1-23WINT-1111100,20230123,1
19-Weekday-1-23WINT-1111100,20230124,1
19-Weekday-1-23WINT-1111100,20230125,1
19-Weekday-1-23WINT-1111100,20230126,1
19-Weekday-1-23WINT-1111100,20230127,1
19-Weekday-1-23WINT-1111100,20230130,1
19-Weekday-1-23WINT-1111100,20230131,1
19-Weekday-1-23WINT-1111100,20230201,1
19-Weekday-1-23WINT-1111100,20230202,1
19-Weekday-1-23WINT-1111100,20230203,1
19-Weekday-1-23WINT-1111100,20230206,1
19-Weekday-1-23WINT-1111100,20230207,1
19-Weekday-1-23WINT-1111100,20230208,1
19-Weekday-1-23WINT-1111100,20230209,1
19-Weekday-1-23WINT-1111100,20230210,1
19-Weekday-1-23WINT-1111100,20230213,1
